Nome;Gênero;Data Nascimento;Idade;Nível;Escolaridade;Área;Salário;Data Admissão;Data Demissão;Contrato;Motivo Demissão;PCD;Alimentação;Saúde;Odont;Transporte;Creche;Combustível;Benefícios;Mês_admissão;Mês_demissão;Status;Faixa_Idade;Tempo_dias;Faixa_dias
Harris Chmiel;Masculino;14/12/1995;29;Assistente;Ensino Médio;Produção;2500;25/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;24-34;97;86-176
Giacobo Zanini;Masculino;14/10/1983;41;Gerente;Ensino Médio;Vendas;15000;25/09/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;9;-;;35-44;97;86-176
Stanfield Chisnall;Masculino;13/11/1969;55;Analista Jr;Ensino Superior;Financeiro;3500;25/09/2019;;CLT;;;600;600;600;600;500;;2900;9;-;;55-64;97;86-176
Burlie Backshall;Masculino;06/11/1989;35;Analista Sr;Ensino Superior;Produção;5000;26/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;;35-44;96;86-176
Erny Holsey;Masculino;19/07/1992;32;Gerente;Mestrado;Financeiro;15000;27/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;24-34;95;86-176
Odell Melan;Masculino;16/12/1978;46;Gerente;Ensino Técnico;Marketing;15000;28/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;45-54;94;86-176
Ferdinande Kach;Feminino;12/09/1970;54;Supervisor;Ensino Médio;Administração;7000;28/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;45-54;94;86-176
Myrwyn Bliben;Masculino;23/02/1987;37;Estagiário;Ensino Técnico;Produção;1200;28/09/2019;;Estágio;;;200;200;200;200;;;800;9;-;;35-44;94;86-176
Avigdor Dimsdale;Masculino;08/08/1985;39;Analista Sr;Ensino Médio;Administração;5000;29/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;;35-44;93;86-176
Shena Attenbrough;Feminino;29/04/1983;41;Supervisor;Pós-graduação;Financeiro;7000;29/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;93;86-176
Si Lattka;Masculino;12/10/1990;34;Supervisor;Mestrado;Produção;7000;29/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;24-34;93;86-176
Sandy Warrender;Masculino;31/03/1981;43;Gerente;Ensino Técnico;Produção;15000;30/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;92;86-176
Martguerita Phettis;Feminino;18/07/1972;52;Assistente;Ensino Médio;TI;2500;30/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;45-54;92;86-176
Douglas Tunnadine;Masculino;14/06/1979;45;Assistente;Ensino Superior;Produção;2500;30/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;45-54;92;86-176
Riley Byllam;Masculino;08/08/1980;44;Analista Sr;Ensino Superior;Financeiro;5000;30/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;Férias;35-44;92;86-176
Mace Beldon;Masculino;12/09/1965;59;Supervisor;Pós-graduação;Recursos Humanos;7000;30/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;55-64;92;86-176
Annora Polle;Feminino;12/10/1992;32;Assistente;Ensino Técnico;Financeiro;2500;01/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;24-34;91;86-176
Ula Cottel;Feminino;28/07/1991;33;Supervisor;Pós-graduação;Financeiro;7000;01/10/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;10;-;;24-34;91;86-176
Lavinie Berisford;Feminino;30/12/1979;45;Gerente;Ensino Superior;Financeiro;15000;02/10/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;10;-;;45-54;90;86-176
Perceval Whate;Masculino;25/07/1978;46;Estagiário;Ensino Técnico;Recursos Humanos;1200;02/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;45-54;90;86-176
Helenelizabeth Dempster;Feminino;27/04/1995;29;Gerente;Pós-graduação;Produção;15000;02/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;90;86-176
Lalo Champerlen;Masculino;09/01/1976;48;Supervisor;Pós-graduação;Produção;7000;02/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;90;86-176
Dexter Domingues;Masculino;11/10/1969;55;Analista Jr;Ensino Médio;Recursos Humanos;3500;03/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;55-64;89;86-176
Audre Walsh;Feminino;22/11/1988;36;Gerente;Ensino Superior;Marketing;15000;03/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;35-44;89;86-176
Nelle Wroughton;Feminino;18/07/1994;30;Supervisor;Ensino Técnico;Financeiro;7000;03/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;89;86-176
Cordy Axelby;Masculino;06/05/1979;45;Analista Sr;Ensino Técnico;TI;5000;03/10/2019;;CLT;;Sim;600;600;600;600;;500;2900;10;-;;45-54;89;86-176
Cathi Bouch;Feminino;21/04/1992;32;Gerente;Pós-graduação;Logística;15000;04/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;88;86-176
Chen Danell;Masculino;03/11/1969;55;Coordenador;Ensino Técnico;Vendas;10000;04/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;88;86-176
Verina Westhead;Feminino;30/04/1994;30;Gerente;Pós-graduação;Marketing;15000;04/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;88;86-176
Eleen Robert;Feminino;25/07/1976;48;Supervisor;Pós-graduação;Logística;7000;04/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;88;86-176
Arri Fear;Masculino;13/04/1964;60;Gerente;Ensino Técnico;Logística;15000;05/10/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;10;-;;55-64;87;86-176
Welby Tunny;Masculino;28/08/1997;27;Analista Jr;Pós-graduação;Produção;3500;06/10/2019;27/12/2019;CLT;Demissão Voluntária;;600;600;600;600;;;2400;10;12;;24-34;82;1-85
Vassily O'Fallowne;Masculino;10/07/1969;55;Gerente;Mestrado;Vendas;15000;07/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;85;1-85
Iolande Budd;Feminino;23/12/1967;57;Coordenador;Ensino Médio;Produção;10000;07/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;85;1-85
Julio Juza;Masculino;24/01/1988;36;Analista Jr;Ensino Médio;TI;3500;08/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;Férias;35-44;84;1-85
Urban Farncombe;Masculino;13/02/1967;57;Analista Sr;Pós-graduação;Produção;5000;08/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;55-64;84;1-85
Annalee Tredwell;Feminino;10/12/1995;29;Supervisor;Pós-graduação;Operações;7000;09/10/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;10;-;;24-34;83;1-85
Milo Durward;Masculino;20/06/1965;59;Gerente;Ensino Técnico;Marketing;15000;09/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;83;1-85
Corena Dent;Feminino;06/01/1973;51;Gerente;Pós-graduação;TI;15000;09/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;83;1-85
Graig Priddis;Masculino;23/03/1975;49;Supervisor;Ensino Superior;Logística;7000;09/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;83;1-85
Erma Bateup;Feminino;04/11/1992;32;Assistente;Ensino Superior;Produção;2500;09/10/2019;;CLT;;;600;600;600;600;500;;2900;10;-;;24-34;83;1-85
Nicolina Gwynne;Feminino;18/08/1973;51;Coordenador;Ensino Técnico;Produção;10000;10/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;82;1-85
Merci Tilzey;Feminino;02/12/1981;43;Analista Sr;Ensino Superior;Recursos Humanos;5000;10/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;35-44;82;1-85
Cullin Toombes;Masculino;22/12/1973;51;Assistente;Ensino Superior;Recursos Humanos;2500;11/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;45-54;81;1-85
Donielle McMeekin;Feminino;02/04/1961;63;Gerente;Mestrado;Operações;15000;11/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;81;1-85
Betteanne Dobey;Feminino;29/06/1965;59;Gerente;Ensino Superior;Administração;15000;12/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;80;1-85
Padget Pleaden;Masculino;06/07/1966;58;Estagiário;Ensino Médio;Financeiro;1200;12/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;55-64;80;1-85
Orson Fitzsimon;Masculino;05/04/1972;52;Gerente;Pós-graduação;Vendas;15000;12/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;80;1-85
Celestyna Baford;Feminino;02/01/1960;64;Supervisor;Pós-graduação;Operações;7000;12/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;80;1-85
Izak Grenshields;Masculino;17/01/1975;49;Analista Sr;Pós-graduação;Administração;5000;13/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;45-54;79;1-85
Bendite Fishenden;Feminino;21/12/1974;50;Analista Jr;Ensino Técnico;Administração;3500;13/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;45-54;79;1-85
Derk Hambright;Masculino;16/03/1966;58;Analista Sr;Ensino Superior;Logística;5000;13/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;55-64;79;1-85
Candide Caghy;Feminino;22/09/1991;33;Estagiário;Ensino Técnico;Administração;1200;13/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;Licença;24-34;79;1-85
Sheilah Savage;Feminino;08/02/1979;45;Coordenador;Pós-graduação;TI;10000;14/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;78;1-85
Kattie Adamo;Feminino;10/05/1997;27;Gerente;Pós-graduação;Logística;15000;14/10/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;10;-;;24-34;78;1-85
Tilda De Giorgis;Feminino;18/12/1984;40;Estagiário;Ensino Médio;Administração;1200;14/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;35-44;78;1-85
Arny Nore;Masculino;19/06/1993;31;Gerente;Mestrado;TI;15000;15/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;77;1-85
Rea Garlant;Feminino;20/01/1993;31;Estagiário;Ensino Técnico;Financeiro;1200;15/10/2019;;Estágio;;Sim;200;200;200;200;;;800;10;-;;24-34;77;1-85
Georgetta Runnicles;Feminino;23/04/1984;40;Analista Sr;Ensino Técnico;Vendas;5000;16/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;35-44;76;1-85
Kerrin Richarz;Feminino;21/07/1960;64;Estagiário;Ensino Médio;Recursos Humanos;1200;17/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;55-64;75;1-85
Corby MacLachlan;Masculino;22/12/1998;26;Analista Jr;Ensino Médio;Recursos Humanos;3500;17/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;24-34;75;1-85
Brandtr Lambole;Masculino;23/07/1981;43;Analista Jr;Ensino Médio;Financeiro;3500;17/10/2019;;CLT;;Sim;600;600;600;600;;;2400;10;-;;35-44;75;1-85
Raffaello Rentilll;Masculino;10/11/1990;34;Supervisor;Pós-graduação;TI;7000;17/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;75;1-85
Suzann Whellams;Feminino;16/09/1990;34;Assistente;Ensino Superior;TI;2500;17/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;24-34;75;1-85
Keefer O'Hoey;Masculino;19/08/1985;39;Analista Sr;Pós-graduação;Produção;5000;18/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;35-44;74;1-85
Wolfie Cairns;Masculino;18/07/1975;49;Assistente;Ensino Médio;Marketing;2500;18/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;45-54;74;1-85
Hobie Durman;Masculino;06/03/1975;49;Coordenador;Ensino Médio;Recursos Humanos;10000;19/10/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;10;-;;45-54;73;1-85
Opal Langdridge;Feminino;26/12/1960;64;Coordenador;Ensino Médio;Produção;10000;19/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;55-64;73;1-85
Haskel Luisetti;Masculino;29/03/1970;54;Coordenador;Pós-graduação;Marketing;10000;20/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;72;1-85
Egbert Chaplin;Masculino;13/08/1975;49;Estagiário;Ensino Técnico;Marketing;1200;21/10/2019;03/12/2019;Estágio;Término de Contrato;;200;200;200;200;;;800;10;12;;45-54;43;1-85
Gilbertine Munn;Feminino;17/08/1986;38;Gerente;Ensino Superior;Financeiro;15000;21/10/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;10;-;;35-44;71;1-85
Aveline Marchbank;Feminino;10/07/1962;62;Gerente;Ensino Técnico;Marketing;15000;21/10/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;10;-;;55-64;71;1-85
Gilberta Lineen;Feminino;17/06/1997;27;Assistente;Ensino Superior;TI;2500;22/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;24-34;70;1-85
Zolly Beals;Masculino;25/08/1996;28;Supervisor;Pós-graduação;Marketing;7000;22/10/2019;12/12/2019;CLT;Demissão Voluntária;;1200;1200;1200;1200;;500;5300;10;12;;24-34;51;1-85
Isabelita Crosskell;Feminino;23/02/1991;33;Coordenador;Ensino Médio;TI;10000;23/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;69;1-85
Eldredge Terney;Masculino;25/10/1986;38;Supervisor;Ensino Médio;TI;7000;25/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;35-44;67;1-85
April Mariel;Feminino;10/06/1964;60;Estagiário;Ensino Técnico;TI;1200;25/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;55-64;67;1-85
Alphonso Marney;Masculino;05/11/2000;24;Assistente;Ensino Superior;Operações;2500;25/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;24-34;67;1-85
Rasia Carrane;Feminino;02/06/1969;55;Analista Sr;Ensino Médio;Administração;5000;25/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;55-64;67;1-85
Kinnie Rushmere;Masculino;16/06/1963;61;Analista Sr;Pós-graduação;Recursos Humanos;5000;26/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;55-64;66;1-85
Andra Ladewig;Feminino;10/01/1999;25;Estagiário;Ensino Médio;Administração;1200;27/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;24-34;65;1-85
Erin Leather;Masculino;27/11/1970;54;Coordenador;Mestrado;Logística;10000;27/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;65;1-85
Curran Santer;Masculino;22/05/1990;34;Analista Jr;Ensino Médio;Financeiro;3500;27/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;24-34;65;1-85
Vick Knightly;Masculino;11/09/1999;25;Supervisor;Pós-graduação;Operações;7000;27/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;24-34;65;1-85
Roberta Kirkwood;Feminino;05/02/1977;47;Supervisor;Ensino Superior;Marketing;7000;27/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;65;1-85
Bryanty Colvill;Masculino;16/02/1969;55;Analista Jr;Ensino Superior;Administração;3500;28/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;55-64;64;1-85
Max Gaythorpe;Masculino;06/07/1972;52;Supervisor;Ensino Médio;Logística;7000;28/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;64;1-85
Frasquito Swannack;Masculino;27/01/1964;60;Estagiário;Ensino Médio;Marketing;1200;28/10/2019;;Estágio;;Sim;200;200;200;200;;;800;10;-;;55-64;64;1-85
Lorine D'Elias;Feminino;20/09/1971;53;Coordenador;Ensino Técnico;TI;10000;28/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;45-54;64;1-85
Kacey Chaikovski;Feminino;05/02/1993;31;Analista Sr;Pós-graduação;Operações;5000;28/10/2019;;CLT;;Sim;600;600;600;600;;500;2900;10;-;;24-34;64;1-85
Mylo Debling;Masculino;25/03/1990;34;Estagiário;Ensino Técnico;TI;1200;28/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;24-34;64;1-85
Shauna Hansbury;Feminino;18/10/1982;42;Coordenador;Pós-graduação;Recursos Humanos;10000;28/10/2019;;CLT;;;1200;1200;1200;1200;;500;5300;10;-;;35-44;64;1-85
Dreddy Benaine;Feminino;21/04/1975;49;Analista Sr;Pós-graduação;Recursos Humanos;5000;29/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;45-54;63;1-85
Sabrina Gillingham;Feminino;01/07/1985;39;Assistente;Ensino Médio;Operações;2500;29/10/2019;;CLT;;;600;600;600;600;;;2400;10;-;;35-44;63;1-85
Siouxie Dollar;Feminino;13/02/1961;63;Estagiário;Ensino Técnico;Vendas;1200;29/10/2019;;Estágio;;;200;200;200;200;;;800;10;-;;55-64;63;1-85
Brooke Clifforth;Feminino;15/09/1993;31;Analista Sr;Ensino Técnico;Administração;5000;30/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;24-34;62;1-85
Teodor Gaspero;Masculino;15/05/2000;24;Analista Sr;Ensino Superior;Financeiro;5000;30/10/2019;;CLT;;;600;600;600;600;;500;2900;10;-;;24-34;62;1-85
Ansel Goulder;Masculino;22/06/1962;62;Assistente;Ensino Superior;TI;2500;30/10/2019;;CLT;;Sim;600;600;600;600;;;2400;10;-;;55-64;62;1-85
Yehudit Twelftree;Masculino;01/12/1970;54;Coordenador;Pós-graduação;Logística;10000;02/11/2019;06/12/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;11;12;Férias;45-54;34;1-85
Evelin Hierro;Masculino;28/05/1988;36;Coordenador;Ensino Médio;Administração;10000;02/11/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;11;-;;35-44;59;1-85
Constantine Wildor;Feminino;05/09/1963;61;Supervisor;Ensino Superior;Produção;7000;03/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;55-64;58;1-85
Lyman Bechley;Masculino;22/09/1977;47;Gerente;Ensino Técnico;Administração;15000;03/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;45-54;58;1-85
Tait Lovejoy;Masculino;17/05/1986;38;Estagiário;Ensino Técnico;TI;1200;04/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;35-44;57;1-85
Paul Dreinan;Masculino;10/04/1996;28;Analista Jr;Ensino Superior;Financeiro;3500;04/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;24-34;57;1-85
Brit Matis;Masculino;04/12/1979;45;Estagiário;Ensino Técnico;Marketing;1200;04/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;45-54;57;1-85
Emile Morston;Masculino;30/04/1969;55;Analista Sr;Pós-graduação;Financeiro;5000;04/11/2019;;CLT;;;600;600;600;600;;500;2900;11;-;;55-64;57;1-85
Karlan McNea;Masculino;25/08/1985;39;Estagiário;Ensino Médio;Vendas;1200;04/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;35-44;57;1-85
Margaret Cramond;Feminino;05/01/1988;36;Supervisor;Ensino Médio;Marketing;7000;04/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;35-44;57;1-85
Jere Gounin;Feminino;21/09/1978;46;Assistente;Ensino Superior;Marketing;2500;05/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;45-54;56;1-85
Lockwood Houlworth;Masculino;01/05/1999;25;Analista Jr;Ensino Técnico;Logística;3500;06/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;24-34;55;1-85
Myca Deevey;Masculino;25/05/1990;34;Supervisor;Ensino Técnico;Financeiro;7000;06/11/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;11;-;;24-34;55;1-85
Lorrie Queen;Feminino;31/01/1996;28;Assistente;Ensino Superior;Marketing;2500;06/11/2019;11/12/2019;CLT;Demissão Involuntária;;600;600;600;600;;;2400;11;12;;24-34;35;1-85
Melosa Eneas;Feminino;27/04/1979;45;Estagiário;Ensino Técnico;Operações;1200;06/11/2019;;Estágio;;;200;200;200;200;500;;1300;11;-;;45-54;55;1-85
Trumaine Franklyn;Masculino;23/10/1972;52;Estagiário;Ensino Médio;Logística;1200;07/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;45-54;54;1-85
Lester Jacquest;Masculino;03/01/1983;41;Analista Jr;Pós-graduação;Operações;3500;07/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;54;1-85
Quinton Reilinger;Masculino;02/07/1981;43;Coordenador;Mestrado;Recursos Humanos;10000;07/11/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;11;-;;35-44;54;1-85
Anjela Simioni;Feminino;15/11/1992;32;Estagiário;Ensino Médio;Logística;1200;08/11/2019;;Estágio;;Sim;200;200;200;200;;;800;11;-;;24-34;53;1-85
Lida Tempest;Feminino;06/01/1997;27;Coordenador;Ensino Técnico;Produção;10000;10/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;24-34;51;1-85
Birgitta Chilton;Feminino;15/01/1965;59;Estagiário;Ensino Médio;Produção;1200;10/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;55-64;51;1-85
Ryley Rosingdall;Masculino;24/06/1963;61;Analista Jr;Ensino Médio;Logística;3500;11/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;50;1-85
Peri Hobson;Feminino;12/03/1975;49;Analista Jr;Ensino Superior;Operações;3500;11/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;45-54;50;1-85
Darci Bohlje;Feminino;30/01/1981;43;Assistente;Ensino Médio;Marketing;2500;13/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;48;1-85
Darsie Titterton;Feminino;01/01/1966;58;Analista Sr;Ensino Médio;Marketing;5000;13/11/2019;;CLT;;;600;600;600;600;;500;2900;11;-;;55-64;48;1-85
Sterne MacClancey;Masculino;19/09/1963;61;Analista Jr;Ensino Médio;Vendas;3500;13/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;48;1-85
Gavan Darke;Masculino;19/11/1994;30;Coordenador;Ensino Médio;Logística;10000;13/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;24-34;48;1-85
Washington Boyford;Masculino;22/02/1989;35;Analista Jr;Ensino Técnico;Recursos Humanos;3500;14/11/2019;19/12/2019;CLT;Demissão Voluntária;;600;600;600;600;;;2400;11;12;;35-44;35;1-85
Weber Hartrick;Masculino;10/06/1962;62;Supervisor;Ensino Técnico;Vendas;7000;14/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;55-64;47;1-85
Seth Conman;Masculino;17/07/1988;36;Estagiário;Ensino Técnico;Operações;1200;14/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;35-44;47;1-85
Andres Brear;Masculino;04/09/1966;58;Coordenador;Ensino Médio;Financeiro;10000;15/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;55-64;46;1-85
Idelle Pervoe;Feminino;25/12/1976;48;Estagiário;Ensino Médio;Logística;1200;15/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;45-54;46;1-85
Marguerite Bergen;Feminino;27/10/1995;29;Estagiário;Ensino Técnico;Administração;1200;15/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;24-34;46;1-85
Jeanna Joinson;Feminino;23/03/1988;36;Analista Jr;Ensino Médio;Vendas;3500;16/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;45;1-85
Brok Whorton;Masculino;13/01/1970;54;Supervisor;Ensino Superior;Marketing;7000;16/11/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;11;-;;45-54;45;1-85
Boy Phillipson;Masculino;05/09/1982;42;Gerente;Mestrado;Administração;15000;16/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;35-44;45;1-85
Keefer Burnes;Masculino;07/02/1969;55;Estagiário;Ensino Médio;TI;1200;16/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;55-64;45;1-85
Harv Pretty;Masculino;24/12/1990;34;Gerente;Ensino Técnico;Recursos Humanos;15000;17/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;24-34;44;1-85
Bernette Pren;Feminino;14/09/1990;34;Analista Sr;Ensino Técnico;Produção;5000;17/11/2019;;CLT;;Sim;600;600;600;600;;500;2900;11;-;;24-34;44;1-85
Marice Oakeby;Feminino;01/04/1986;38;Analista Jr;Ensino Superior;Financeiro;3500;18/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;43;1-85
Ward O'Siaghail;Masculino;24/12/1960;64;Assistente;Ensino Médio;Vendas;2500;18/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;43;1-85
Lark Perfitt;Feminino;16/06/1986;38;Assistente;Ensino Superior;Logística;2500;18/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;43;1-85
Brad Bullingham;Masculino;04/02/1985;39;Supervisor;Mestrado;Logística;7000;19/11/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;11;-;;35-44;42;1-85
Marinna Didball;Feminino;29/12/1978;46;Supervisor;Mestrado;Recursos Humanos;7000;19/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;45-54;42;1-85
Shana Klewi;Feminino;07/07/1963;61;Supervisor;Mestrado;Produção;7000;20/11/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;11;-;;55-64;41;1-85
Aurore Crickmoor;Feminino;30/05/1964;60;Estagiário;Ensino Técnico;Administração;1200;20/11/2019;;Estágio;;Sim;200;200;200;200;;;800;11;-;;55-64;41;1-85
Laurianne Coltart;Feminino;20/06/1999;25;Analista Jr;Ensino Superior;TI;3500;20/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;24-34;41;1-85
Levi Lujan;Masculino;06/11/1982;42;Coordenador;Mestrado;Financeiro;10000;21/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;35-44;40;1-85
Sandye Jannings;Feminino;24/10/1965;59;Analista Jr;Ensino Superior;Logística;3500;21/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;40;1-85
Kevin Malam;Masculino;03/10/1999;25;Analista Sr;Ensino Técnico;Marketing;5000;21/11/2019;;CLT;;;600;600;600;600;500;500;3400;11;-;;24-34;40;1-85
Benjie Mapplebeck;Masculino;09/06/1993;31;Assistente;Ensino Superior;Administração;2500;22/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;24-34;39;1-85
Raynor Sinderland;Masculino;13/10/1993;31;Estagiário;Ensino Médio;TI;1200;22/11/2019;;Estágio;;;200;200;200;200;;;800;11;-;;24-34;39;1-85
Edwina Josefowicz;Feminino;13/08/1968;56;Supervisor;Pós-graduação;Recursos Humanos;7000;22/11/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;11;-;Férias;55-64;39;1-85
Rheba Brett;Feminino;13/07/1999;25;Coordenador;Mestrado;Operações;10000;23/11/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;11;-;;24-34;38;1-85
